id,sqe_master_id,roi_id,image_id_damascus,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity,reading_Order,reading_Order_Alt,uni_He_0,uni_He_1,uni_He_2,uni_He_3,uni_He_4,uni_He_5,line_ID,line_ID_Alt,attr_0,attr_1,is_Joined,commentary
321,,321,02_Frg_5ii_ROI.tif:5738-3007:1,53592,71164,10,112,2892,5622,231,232,785,1004,996,1000,,,ם,,,,,,14,,,,,
322,,322,02_Frg_5ii_ROI.tif:5715-2639:1,127006,84361,11,111,2386,5590,506,251,696,2016,496,1000,,,   ,,,,,,14,,,,,
323,,323,02_Frg_5ii_ROI.tif:5689-2338:1,18624,50149,12,132,2290,5592,96,194,696,2021,495,1000,,,ו,,,,,,14,,,,,
324,,324,02_Frg_5ii_ROI.tif:5675-2226:1,16815,56421,13,100,2179,5587,95,177,714,1863,537,1000,,,ז,,,,,,14,,,,,
325,,325,02_Frg_5ii_ROI.tif:5676-2076:1,33820,60215,14,104,1981,5587,190,178,785,1067,937,1000,,,ה,,,,,,14,,,,,
326,,326,02_Frg_5ii_ROI.tif:5662-1939:1,6640,79472,36,100,1898,5622,83,80,785,1038,964,1000,,,   ,,,,,,14,,,,,
327,,327,02_Frg_5ii_ROI.tif:5645-1811:1,25752,52250,15,90,1724,5571,174,148,780,1176,851,1000,,,ס,,,,,,14,,,,,
328,,328,02_Frg_5ii_ROI.tif:5664-1611:1,22784,53938,14,83,1547,5575,128,178,764,1391,719,1000,,,ר,,,,,,14,,,,,
329,,329,02_Frg_5ii_ROI.tif:5674-1477:1,33924,56391,11,91,1411,5546,132,257,704,1947,514,1000,,,ך,,,,,,14,,,,,
330,,330,02_Frg_5ii_ROI.tif:5673-1384:1,8427,78613,57,93,1358,5594,53,159,589,3000,333,1000,,,   ,,,,,,14,,,,,
331,,331,02_Frg_5ii_ROI.tif:5652-1280:1,38220,62075,15,101,1202,5530,156,245,747,1571,637,1000,,,מ,ת,ם,,,,14,,,,,This requires more extensive inspection. Must have been another letter first
