 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
633,T-S_10K6;1r.tif:0633,4250,88.890,6,136,2333,3441,34,125,141.047,38.365,90,0.528,3.676,0.272,1.000
634,T-S_10K6;1r.tif:0634,16560,81.643,0,210,2243,3381,90,184,207.622,101.554,90,0.693,2.044,0.489,1.000
635,T-S_10K6;1r.tif:0635,9434,52.881,0,225,2166,3452,89,106,119.608,100.426,90,0.779,1.191,0.840,1.000
636,T-S_10K6;1r.tif:0636,4232,93.001,42,142,2073,3489,580,274,189.523,28.431,19.411,0.314,6.666,0.150,0.081
637,T-S_10K6;1r.tif:0637,13320,60.184,0,142,2056,3440,111,120,135.406,125.250,90,0.784,1.081,0.925,1.000
638,T-S_10K6;1r.tif:0638,9856,59.155,0,148,1969,3450,88,112,126.378,99.297,90,0.774,1.273,0.786,1.000
639,T-S_10K6;1r.tif:0639,429,101.387,67,136,1958,3495,11,39,44.007,12.412,90,0.539,3.545,0.282,1.000
640,T-S_10K6;1r.tif:0640,8308,45.490,0,135,1896,3441,62,134,151.203,69.960,90,0.679,2.161,0.463,1.000
641,T-S_10K6;1r.tif:0641,9196,42.331,0,157,1832,3443,76,121,136.534,85.757,90,0.744,1.592,0.628,1.000
642,T-S_10K6;1r.tif:0642,11000,47.064,0,141,1734,3439,100,110,124.122,112.838,90,0.784,1.100,0.909,1.000
643,T-S_10K6;1r.tif:0643,4120,45.708,0,141,1698,3456,40,103,116.223,45.135,90,0.633,2.575,0.388,1.000
644,T-S_10K6;1r.tif:0644,16308,62.347,0,137,1601,3452,108,151,170.385,121.865,90,0.764,1.398,0.715,1.000
645,T-S_10K6;1r.tif:0645,1449,94.994,31,122,1580,3456,21,69,77.858,23.696,90,0.562,3.286,0.304,1.000
646,T-S_10K6;1r.tif:0646,5341,49.283,0,130,1444,3443,49,109,122.993,55.291,90,0.672,2.224,0.450,1.000
647,T-S_10K6;1r.tif:0647,19040,53.710,0,143,1444,3438,136,140,157.973,153.460,90,0.785,1.029,0.971,1.000
648,T-S_10K6;1r.tif:0648,18174,59.186,0,158,1367,3333,78,233,262.912,88.014,90,0.590,2.987,0.335,1.000
649,T-S_10K6;1r.tif:0649,14112,42.518,0,131,1296,3431,96,147,165.872,108.324,90,0.751,1.531,0.653,1.000
650,T-S_10K6;1r.tif:0650,1885,74.062,34,129,1267,3427,29,65,73.345,32.723,90,0.670,2.241,0.446,1.000
651,T-S_10K6;1r.tif:0651,5280,42.095,0,117,1224,3440,44,120,135.406,49.649,90,0.617,2.727,0.367,1.000
652,T-S_10K6;1r.tif:0652,25400,63.281,0,134,1124,3320,100,254,286.608,112.838,90,0.637,2.540,0.394,1.000
653,T-S_10K6;1r.tif:0653,11590,42.029,0,134,1046,3429,95,122,137.662,107.196,90,0.773,1.284,0.779,1.000
654,T-S_10K6;1r.tif:0654,4248,44.313,0,115,1006,3433,36,118,133.149,40.622,90,0.563,3.278,0.305,1.000
655,T-S_10K6;1r.tif:0655,17664,61.520,0,135,877,3438,128,138,155.716,144.433,90,0.784,1.078,0.928,1.000
656,T-S_10K6;1r.tif:0656,14976,40.485,0,145,4103,3660,117,128,144.433,132.020,90,0.784,1.094,0.914,1.000
657,T-S_10K6;1r.tif:0657,9940,33.055,0,117,4031,3660,71,140,157.973,80.115,90,0.701,1.972,0.507,1.000
658,T-S_10K6;1r.tif:0658,16385,44.908,0,131,3942,3665,113,145,163.615,127.507,90,0.773,1.283,0.779,1.000
659,T-S_10K6;1r.tif:0659,4032,47.061,0,121,3913,3678,48,84,94.784,54.162,90,0.727,1.750,0.571,1.000
660,T-S_10K6;1r.tif:0660,12298,49.328,0,128,3833,3656,86,143,161.358,97.041,90,0.737,1.663,0.601,1.000
661,T-S_10K6;1r.tif:0661,5428,49.473,0,120,3795,3666,46,118,133.149,51.905,90,0.634,2.565,0.390,1.000
662,T-S_10K6;1r.tif:0662,14112,51.508,0,146,3704,3672,98,144,162.487,110.581,90,0.757,1.469,0.681,1.000
663,T-S_10K6;1r.tif:0663,3456,93.379,20,140,3667,3682,36,96,108.324,40.622,90,0.623,2.667,0.375,1.000
664,T-S_10K6;1r.tif:0664,16720,56.729,0,139,3558,3661,110,152,171.514,124.122,90,0.765,1.382,0.724,1.000
665,T-S_10K6;1r.tif:0665,8466,50.126,0,126,3475,3657,83,102,115.095,93.655,90,0.777,1.229,0.814,1.000
666,T-S_10K6;1r.tif:0666,21669,58.000,0,130,3388,3667,93,233,262.912,104.939,90,0.641,2.505,0.399,1.000
667,T-S_10K6;1r.tif:0667,4232,94.562,36,140,3342,3689,46,92,103.811,51.905,90,0.698,2.000,0.500,1.000
668,T-S_10K6;1r.tif:0668,3894,55.375,0,128,3309,3675,33,118,133.149,37.237,90,0.537,3.576,0.280,1.000
669,T-S_10K6;1r.tif:0669,22032,69.701,0,150,3207,3588,102,216,243.730,115.095,90,0.684,2.118,0.472,1.000
670,T-S_10K6;1r.tif:0670,8927,51.830,0,147,3153,3656,79,113,127.507,89.142,90,0.761,1.430,0.699,1.000
671,T-S_10K6;1r.tif:0671,2664,59.786,0,124,3120,3652,36,74,83.500,40.622,90,0.692,2.056,0.486,1.000
672,T-S_10K6;1r.tif:0672,15972,67.309,0,169,2991,3652,121,132,148.946,136.534,90,0.784,1.091,0.917,1.000
673,T-S_10K6;1r.tif:0673,10873,43.739,0,205,2889,3652,83,131,147.818,93.655,90,0.746,1.578,0.634,1.000
674,T-S_10K6;1r.tif:0674,10004,48.995,0,133,2828,3648,82,122,137.662,92.527,90,0.755,1.488,0.672,1.000
675,T-S_10K6;1r.tif:0675,3016,42.264,0,133,2800,3663,29,104,117.351,32.723,90,0.536,3.586,0.279,1.000
676,T-S_10K6;1r.tif:0676,20475,64.214,0,141,2703,3582,91,225,253.885,102.683,90,0.644,2.473,0.404,1.000
677,T-S_10K6;1r.tif:0677,4469,90.574,23,132,2662,3653,41,109,122.993,46.264,90,0.624,2.659,0.376,1.000
678,T-S_10K6;1r.tif:0678,11682,64.131,0,160,2563,3649,99,118,133.149,111.710,90,0.779,1.192,0.839,1.000
679,T-S_10K6;1r.tif:0679,14520,55.155,0,152,2453,3648,120,121,136.534,135.406,90,0.785,1.008,0.992,1.000
680,T-S_10K6;1r.tif:0680,9282,40.535,0,117,2373,3652,78,119,134.277,88.014,90,0.751,1.526,0.655,1.000
681,T-S_10K6;1r.tif:0681,708,72.823,46,101,2361,3702,12,59,66.574,13.541,90,0.441,4.917,0.203,1.000
682,T-S_10K6;1r.tif:0682,12231,49.210,0,127,2280,3646,81,151,170.385,91.399,90,0.714,1.864,0.536,1.000
683,T-S_10K6;1r.tif:0683,11214,44.393,0,127,2210,3641,89,126,142.176,100.426,90,0.762,1.416,0.706,1.000
684,T-S_10K6;1r.tif:0684,19747,65.746,0,137,2126,3559,91,217,244.858,102.683,90,0.654,2.385,0.419,1.000
685,T-S_10K6;1r.tif:0685,6700,59.269,0,151,2103,3636,50,134,151.203,56.419,90,0.622,2.680,0.373,1.000
686,T-S_10K6;1r.tif:0686,3630,96.144,51,142,2073,3642,30,121,136.534,33.851,90,0.500,4.033,0.248,1.000
687,T-S_10K6;1r.tif:0687,9282,76.987,0,152,1995,3642,78,119,134.277,88.014,90,0.751,1.526,0.655,1.000
688,T-S_10K6;1r.tif:0688,12740,61.732,0,137,1911,3635,98,130,146.689,110.581,90,0.770,1.327,0.754,1.000
689,T-S_10K6;1r.tif:0689,15367,50.516,0,131,1796,3635,121,127,143.304,136.534,90,0.785,1.050,0.953,1.000
690,T-S_10K6;1r.tif:0690,8970,50.903,0,167,1726,3641,69,130,146.689,77.858,90,0.712,1.884,0.531,1.000
691,T-S_10K6;1r.tif:0691,3588,53.649,0,126,1702,3636,39,92,103.811,44.007,90,0.657,2.359,0.424,1.000
692,T-S_10K6;1r.tif:0692,12900,47.662,0,133,1608,3638,100,129,145.561,112.838,90,0.773,1.290,0.775,1.000
693,T-S_10K6;1r.tif:0693,1848,79.968,46,142,1575,3666,33,56,63.189,37.237,90,0.733,1.697,0.589,1.000
694,T-S_10K6;1r.tif:0694,11176,48.527,0,130,1487,3632,88,127,143.304,99.297,90,0.760,1.443,0.693,1.000
695,T-S_10K6;1r.tif:0695,8190,43.864,0,150,1427,3642,65,126,142.176,73.345,90,0.705,1.938,0.516,1.000
696,T-S_10K6;1r.tif:0696,11305,54.047,0,123,1353,3644,95,119,134.277,107.196,90,0.776,1.253,0.798,1.000
697,T-S_10K6;1r.tif:0697,19712,58.747,0,138,1265,3560,88,224,252.757,99.297,90,0.636,2.545,0.393,1.000
698,T-S_10K6;1r.tif:0698,15729,46.651,0,121,1193,3643,107,147,165.872,120.737,90,0.766,1.374,0.728,1.000
699,T-S_10K6;1r.tif:0699,11094,41.816,0,139,1124,3645,86,129,145.561,97.041,90,0.754,1.500,0.667,1.000
700,T-S_10K6;1r.tif:0700,1980,88.439,37,133,1088,3690,36,55,62.061,40.622,90,0.751,1.528,0.655,1.000
701,T-S_10K6;1r.tif:0701,16968,68.018,0,131,1004,3565,84,202,227.933,94.784,90,0.652,2.405,0.416,1.000
702,T-S_10K6;1r.tif:0702,13000,53.405,0,128,918,3632,100,130,146.689,112.838,90,0.772,1.300,0.769,1.000
703,T-S_10K6;1r.tif:0703,14204,54.687,0,153,811,3632,106,134,151.203,119.608,90,0.775,1.264,0.791,1.000
704,T-S_10K6;1r.tif:0704,20584,72.933,0,130,751,3628,83,248,279.838,93.655,90,0.590,2.988,0.335,1.000
705,T-S_10K6;1r.tif:0705,13447,53.416,0,125,4113,3857,113,119,134.277,127.507,90,0.785,1.053,0.950,1.000
706,T-S_10K6;1r.tif:0706,10890,58.041,0,138,4014,3869,99,110,124.122,111.710,90,0.783,1.111,0.900,1.000
707,T-S_10K6;1r.tif:0707,14017,48.677,0,127,3932,3867,107,131,147.818,120.737,90,0.777,1.224,0.817,1.000
708,T-S_10K6;1r.tif:0708,27830,47.513,0,138,3837,3869,115,242,273.068,129.764,90,0.686,2.104,0.475,1.000
709,T-S_10K6;1r.tif:0709,605,55.460,27,88,3826,3918,11,55,62.061,12.412,90,0.436,5.000,0.200,1.000
710,T-S_10K6;1r.tif:0710,11685,50.723,0,138,3731,3874,95,123,138.791,107.196,90,0.772,1.295,0.772,1.000
711,T-S_10K6;1r.tif:0711,12971,43.288,0,128,3621,3874,109,119,134.277,122.993,90,0.784,1.092,0.916,1.000
712,T-S_10K6;1r.tif:0712,12672,72.338,0,209,3540,3882,96,132,148.946,108.324,90,0.766,1.375,0.727,1.000
713,T-S_10K6;1r.tif:0713,4428,100.508,15,207,3499,3891,41,108,121.865,46.264,90,0.627,2.634,0.380,1.000
714,T-S_10K6;1r.tif:0714,14280,56.526,0,195,3397,3849,102,140,157.973,115.095,90,0.766,1.373,0.729,1.000
715,T-S_10K6;1r.tif:0715,14805,47.056,0,161,3292,3865,105,141,159.101,118.480,90,0.769,1.343,0.745,1.000
716,T-S_10K6;1r.tif:0716,15428,60.335,0,141,3193,3851,116,133,150.074,130.892,90,0.782,1.147,0.872,1.000
717,T-S_10K6;1r.tif:0717,24750,66.612,0,162,3084,3766,110,225,253.885,124.122,90,0.693,2.045,0.489,1.000
718,T-S_10K6;1r.tif:0718,7182,55.046,0,129,3057,3870,54,133,150.074,60.932,90,0.645,2.463,0.406,1.000
719,T-S_10K6;1r.tif:0719,14824,64.434,0,162,2961,3866,109,136,153.460,122.993,90,0.776,1.248,0.801,1.000
720,T-S_10K6;1r.tif:0720,2484,97.637,44,147,2925,3893,36,69,77.858,40.622,90,0.708,1.917,0.522,1.000
721,T-S_10K6;1r.tif:0721,10904,51.643,0,143,2831,3864,94,116,130.892,106.068,90,0.777,1.234,0.810,1.000
722,T-S_10K6;1r.tif:0722,8325,59.746,0,157,2779,3867,75,111,125.250,84.628,90,0.756,1.480,0.676,1.000
723,T-S_10K6;1r.tif:0723,4232,60.827,0,140,2734,3867,46,92,103.811,51.905,90,0.698,2.000,0.500,1.000
724,T-S_10K6;1r.tif:0724,15429,58.828,0,142,2630,3863,111,139,156.845,125.250,90,0.776,1.252,0.799,1.000
725,T-S_10K6;1r.tif:0725,5184,65.979,0,133,2596,3855,48,108,121.865,54.162,90,0.669,2.250,0.444,1.000
726,T-S_10K6;1r.tif:0726,4416,99.239,45,140,2548,3857,48,92,103.811,54.162,90,0.708,1.917,0.522,1.000
727,T-S_10K6;1r.tif:0727,22200,74.929,0,153,2448,3762,100,222,250.500,112.838,90,0.673,2.220,0.450,1.000
728,T-S_10K6;1r.tif:0728,12544,59.458,0,150,2343,3841,112,112,126.378,126.378,0,0.785,1.000,1.000,1.000
729,T-S_10K6;1r.tif:0729,12584,61.083,0,168,2240,3833,104,121,136.534,117.351,90,0.781,1.163,0.860,1.000
730,T-S_10K6;1r.tif:0730,16224,63.741,0,159,2138,3836,104,156,176.027,117.351,90,0.754,1.500,0.667,1.000
731,T-S_10K6;1r.tif:0731,2886,59.848,0,139,2135,3849,39,74,83.500,44.007,90,0.710,1.897,0.527,1.000
732,T-S_10K6;1r.tif:0732,12276,58.193,0,127,2037,3842,99,124,139.919,111.710,90,0.776,1.253,0.798,1.000
733,T-S_10K6;1r.tif:0733,14700,43.573,0,129,1931,3838,100,147,165.872,112.838,90,0.757,1.470,0.680,1.000
734,T-S_10K6;1r.tif:0734,3528,86.533,28,136,1895,3840,36,98,110.581,40.622,90,0.617,2.722,0.367,1.000
735,T-S_10K6;1r.tif:0735,16849,66.828,0,190,1812,3755,83,203,229.061,93.655,90,0.647,2.446,0.409,1.000
736,T-S_10K6;1r.tif:0736,10764,49.104,0,135,1746,3837,92,117,132.020,103.811,90,0.774,1.272,0.786,1.000
737,T-S_10K6;1r.tif:0737,12558,62.111,0,141,1656,3824,91,138,155.716,102.683,90,0.752,1.516,0.659,1.000
738,T-S_10K6;1r.tif:0738,17052,57.382,0,134,1554,3826,116,147,165.872,130.892,90,0.774,1.267,0.789,1.000
739,T-S_10K6;1r.tif:0739,4770,82.312,39,131,1501,3864,53,90,101.554,59.804,90,0.733,1.698,0.589,1.000
740,T-S_10K6;1r.tif:0740,9636,38.497,0,130,1428,3834,73,132,148.946,82.372,90,0.720,1.808,0.553,1.000
741,T-S_10K6;1r.tif:0741,23569,56.999,0,227,1359,3837,91,259,292.250,102.683,90,0.604,2.846,0.351,1.000
742,T-S_10K6;1r.tif:0742,13208,41.979,0,119,1256,3838,104,127,143.304,117.351,90,0.778,1.221,0.819,1.000
743,T-S_10K6;1r.tif:0743,15038,54.638,0,127,1167,3838,103,146,164.743,116.223,90,0.762,1.417,0.705,1.000
744,T-S_10K6;1r.tif:0744,1743,78.579,37,109,1146,3866,21,83,93.655,23.696,90,0.506,3.952,0.253,1.000
745,T-S_10K6;1r.tif:0745,7448,48.046,0,125,1090,3836,56,133,150.074,63.189,90,0.655,2.375,0.421,1.000
746,T-S_10K6;1r.tif:0746,23653,65.039,0,130,981,3840,109,217,244.858,122.993,90,0.699,1.991,0.502,1.000
747,T-S_10K6;1r.tif:0747,13965,51.051,0,137,884,3843,95,147,165.872,107.196,90,0.749,1.547,0.646,1.000
748,T-S_10K6;1r.tif:0748,9711,57.506,0,121,4151,4067,83,117,132.020,93.655,90,0.763,1.410,0.709,1.000
749,T-S_10K6;1r.tif:0749,8453,47.550,0,153,4084,4075,79,107,120.737,89.142,90,0.768,1.354,0.738,1.000
750,T-S_10K6;1r.tif:0750,2960,37.191,0,96,4048,4087,37,80,90.270,41.750,90,0.679,2.162,0.463,1.000
751,T-S_10K6;1r.tif:0751,18720,42.619,0,184,3926,4084,130,144,162.487,146.689,90,0.783,1.108,0.903,1.000
752,T-S_10K6;1r.tif:0752,3116,58.172,24,150,3888,4103,38,82,92.527,42.878,90,0.680,2.158,0.463,1.000
753,T-S_10K6;1r.tif:0753,9374,39.045,0,112,3802,4087,86,109,122.993,97.041,90,0.774,1.267,0.789,1.000
754,T-S_10K6;1r.tif:0754,16637,45.772,0,120,3686,4076,127,131,147.818,143.304,90,0.785,1.031,0.969,1.000
755,T-S_10K6;1r.tif:0755,14111,44.674,0,122,3617,4071,103,137,154.588,116.223,90,0.770,1.330,0.752,1.000
756,T-S_10K6;1r.tif:0756,3131,41.561,0,114,3587,4086,31,101,113.966,34.980,90,0.565,3.258,0.307,1.000
757,T-S_10K6;1r.tif:0757,13596,55.646,0,123,3476,4082,103,132,148.946,116.223,90,0.773,1.282,0.780,1.000
758,T-S_10K6;1r.tif:0758,2268,85.586,40,111,3449,4091,27,84,94.784,30.466,90,0.578,3.111,0.321,1.000
759,T-S_10K6;1r.tif:0759,13688,44.439,0,173,3333,4079,116,118,133.149,130.892,90,0.785,1.017,0.983,1.000
760,T-S_10K6;1r.tif:0760,15372,38.278,0,128,3223,4073,122,126,142.176,137.662,90,0.785,1.033,0.968,1.000
761,T-S_10K6;1r.tif:0761,12788,43.948,0,127,3139,4073,92,139,156.845,103.811,90,0.753,1.511,0.662,1.000
762,T-S_10K6;1r.tif:0762,3420,72.030,32,120,3100,4089,38,90,101.554,42.878,90,0.656,2.368,0.422,1.000
763,T-S_10K6;1r.tif:0763,8613,56.744,0,144,3013,4072,87,99,111.710,98.169,90,0.782,1.138,0.879,1.000
764,T-S_10K6;1r.tif:0764,10858,56.472,0,152,2932,4070,89,122,137.662,100.426,90,0.766,1.371,0.730,1.000
765,T-S_10K6;1r.tif:0765,15624,73.182,0,172,2801,4066,126,124,142.176,139.919,0,0.785,1.016,0.984,1.000
766,T-S_10K6;1r.tif:0766,8990,79.454,0,150,2754,4057,58,155,174.899,65.446,90,0.623,2.672,0.374,1.000
767,T-S_10K6;1r.tif:0767,1440,102.482,43,134,2730,4094,24,60,67.703,27.081,90,0.641,2.500,0.400,1.000
768,T-S_10K6;1r.tif:0768,10611,62.451,0,145,2649,4063,81,131,147.818,91.399,90,0.742,1.617,0.618,1.000
769,T-S_10K6;1r.tif:0769,10530,58.929,0,203,2559,4062,90,117,132.020,101.554,90,0.772,1.300,0.769,1.000
770,T-S_10K6;1r.tif:0770,20273,85.829,0,164,2454,3987,97,209,235.831,109.453,90,0.680,2.155,0.464,1.000
771,T-S_10K6;1r.tif:0771,14348,81.292,0,160,2414,4064,68,211,238.088,76.730,90,0.579,3.103,0.322,1.000
772,T-S_10K6;1r.tif:0772,5187,70.521,0,229,2376,4060,39,133,150.074,44.007,90,0.551,3.410,0.293,1.000
773,T-S_10K6;1r.tif:0773,18080,70.240,0,144,2271,4062,113,160,180.541,127.507,90,0.762,1.416,0.706,1.000
774,T-S_10K6;1r.tif:0774,1224,96.541,0,144,2253,4113,18,68,76.730,20.311,90,0.520,3.778,0.265,1.000
775,T-S_10K6;1r.tif:0775,8967,75.826,0,163,2192,4049,61,147,165.872,68.831,90,0.651,2.410,0.415,1.000
776,T-S_10K6;1r.tif:0776,4059,58.145,0,161,2153,4057,41,99,111.710,46.264,90,0.651,2.415,0.414,1.000
777,T-S_10K6;1r.tif:0777,14580,52.788,0,146,2059,4057,108,135,152.331,121.865,90,0.776,1.250,0.800,1.000
778,T-S_10K6;1r.tif:0778,14522,51.028,0,129,1967,4046,106,137,154.588,119.608,90,0.773,1.292,0.774,1.000
779,T-S_10K6;1r.tif:0779,12183,58.190,0,185,1867,4053,93,131,147.818,104.939,90,0.763,1.409,0.710,1.000
780,T-S_10K6;1r.tif:0780,8802,61.723,0,155,1813,4049,54,163,183.926,60.932,90,0.587,3.019,0.331,1.000
781,T-S_10K6;1r.tif:0781,4440,86.792,0,143,1753,4082,60,74,83.500,67.703,90,0.777,1.233,0.811,1.000
782,T-S_10K6;1r.tif:0782,11844,54.749,0,135,1659,4058,94,126,142.176,106.068,90,0.769,1.340,0.746,1.000
783,T-S_10K6;1r.tif:0783,14040,54.250,0,141,1550,4061,108,130,146.689,121.865,90,0.779,1.204,0.831,1.000
784,T-S_10K6;1r.tif:0784,13452,62.726,0,150,1433,4063,114,118,133.149,128.635,90,0.785,1.035,0.966,1.000
785,T-S_10K6;1r.tif:0785,20083,67.384,0,192,1295,4059,133,151,170.385,150.074,90,0.782,1.135,0.881,1.000
786,T-S_10K6;1r.tif:0786,29000,70.474,0,153,1199,3978,116,250,282.095,130.892,90,0.680,2.155,0.464,1.000
787,T-S_10K6;1r.tif:0787,6943,57.054,0,134,1177,4059,53,131,147.818,59.804,90,0.644,2.472,0.405,1.000
788,T-S_10K6;1r.tif:0788,23430,63.970,0,151,1036,4063,142,165,186.183,160.230,90,0.781,1.162,0.861,1.000
789,T-S_10K6;1r.tif:0789,2337,79.231,27,111,995,4084,41,57,64.318,46.264,90,0.764,1.390,0.719,1.000
790,T-S_10K6;1r.tif:0790,5124,59.127,0,119,953,4051,42,122,137.662,47.392,90,0.599,2.905,0.344,1.000
791,T-S_10K6;1r.tif:0791,2232,48.162,0,110,915,4059,31,72,81.243,34.980,90,0.661,2.323,0.431,1.000
792,T-S_10K6;1r.tif:0792,12155,43.508,0,124,826,4057,85,143,161.358,95.912,90,0.735,1.682,0.594,1.000
793,T-S_10K6;1r.tif:0793,14100,45.562,0,183,751,4052,100,141,159.101,112.838,90,0.763,1.410,0.709,1.000
794,T-S_10K6;1r.tif:0794,2117,56.460,0,183,739,4056,29,73,82.372,32.723,90,0.639,2.517,0.397,1.000
795,T-S_10K6;1r.tif:0795,11880,61.082,0,172,4161,4201,72,165,186.183,81.243,90,0.664,2.292,0.436,1.000
796,T-S_10K6;1r.tif:0796,10527,46.244,0,128,4095,4257,87,121,136.534,98.169,90,0.764,1.391,0.719,1.000
797,T-S_10K6;1r.tif:0797,8320,52.641,0,124,4016,4257,80,104,117.351,90.270,90,0.772,1.300,0.769,1.000
798,T-S_10K6;1r.tif:0798,15914,42.729,0,149,3907,4254,109,146,164.743,122.993,90,0.769,1.339,0.747,1.000
799,T-S_10K6;1r.tif:0799,4407,42.202,0,102,3883,4253,39,113,127.507,44.007,90,0.599,2.897,0.345,1.000
800,T-S_10K6;1r.tif:0800,17328,49.682,0,159,3776,4258,114,152,171.514,128.635,90,0.769,1.333,0.750,1.000
801,T-S_10K6;1r.tif:0801,2212,75.108,36,112,3748,4294,28,79,89.142,31.595,90,0.607,2.821,0.354,1.000
802,T-S_10K6;1r.tif:0802,4095,49.617,0,118,3713,4273,35,117,132.020,39.493,90,0.557,3.343,0.299,1.000
803,T-S_10K6;1r.tif:0803,2808,46.717,0,99,3667,4281,39,72,81.243,44.007,90,0.716,1.846,0.542,1.000
804,T-S_10K6;1r.tif:0804,10856,43.930,0,135,3584,4285,92,118,133.149,103.811,90,0.773,1.283,0.780,1.000
805,T-S_10K6;1r.tif:0805,14256,53.030,0,119,3470,4279,108,132,148.946,121.865,90,0.778,1.222,0.818,1.000
806,T-S_10K6;1r.tif:0806,8360,44.687,0,121,3396,4295,76,110,124.122,85.757,90,0.759,1.447,0.691,1.000
807,T-S_10K6;1r.tif:0807,6240,47.831,0,146,3357,4301,52,120,135.406,58.676,90,0.663,2.308,0.433,1.000
808,T-S_10K6;1r.tif:0808,2800,79.651,30,128,3317,4322,40,70,78.987,45.135,90,0.727,1.750,0.571,1.000
809,T-S_10K6;1r.tif:0809,9280,36.259,0,124,3237,4291,80,116,130.892,90.270,90,0.759,1.450,0.690,1.000
810,T-S_10K6;1r.tif:0810,12317,37.005,0,140,3140,4297,109,113,127.507,122.993,90,0.785,1.037,0.965,1.000
811,T-S_10K6;1r.tif:0811,6500,53.257,0,117,3089,4291,52,125,141.047,58.676,90,0.652,2.404,0.416,1.000
812,T-S_10K6;1r.tif:0812,12600,56.847,0,155,2994,4292,100,126,142.176,112.838,90,0.775,1.260,0.794,1.000
813,T-S_10K6;1r.tif:0813,4944,83.575,24,134,2946,4307,48,103,116.223,54.162,90,0.681,2.146,0.466,1.000
814,T-S_10K6;1r.tif:0814,12305,48.352,0,125,2839,4283,107,115,129.764,120.737,90,0.784,1.075,0.930,1.000
815,T-S_10K6;1r.tif:0815,19375,48.049,0,153,2714,4277,125,155,174.899,141.047,90,0.776,1.240,0.806,1.000
816,T-S_10K6;1r.tif:0816,5074,49.193,0,116,2702,4278,43,118,133.149,48.520,90,0.615,2.744,0.364,1.000
817,T-S_10K6;1r.tif:0817,13699,56.969,0,140,2598,4273,103,133,150.074,116.223,90,0.773,1.291,0.774,1.000
818,T-S_10K6;1r.tif:0818,13563,74.583,0,146,2497,4277,99,137,154.588,111.710,90,0.765,1.384,0.723,1.000
819,T-S_10K6;1r.tif:0819,3360,97.608,28,149,2457,4315,40,84,94.784,45.135,90,0.687,2.100,0.476,1.000
820,T-S_10K6;1r.tif:0820,8184,83.759,0,147,2395,4277,62,132,148.946,69.960,90,0.683,2.129,0.470,1.000
821,T-S_10K6;1r.tif:0821,5876,68.787,0,138,2341,4265,52,113,127.507,58.676,90,0.678,2.173,0.460,1.000
822,T-S_10K6;1r.tif:0822,19750,78.268,0,150,2215,4255,125,158,178.284,141.047,90,0.775,1.264,0.791,1.000
823,T-S_10K6;1r.tif:0823,9605,72.789,0,141,2145,4257,85,113,127.507,95.912,90,0.770,1.329,0.752,1.000
824,T-S_10K6;1r.tif:0824,3648,69.141,0,141,2107,4265,48,76,85.757,54.162,90,0.745,1.583,0.632,1.000
825,T-S_10K6;1r.tif:0825,19392,65.887,0,142,2007,4262,101,192,216.649,113.966,90,0.710,1.901,0.526,1.000
826,T-S_10K6;1r.tif:0826,9396,64.281,0,128,1961,4261,58,162,182.797,65.446,90,0.610,2.793,0.358,1.000
827,T-S_10K6;1r.tif:0827,3648,87.967,28,119,1923,4287,38,96,108.324,42.878,90,0.638,2.526,0.396,1.000
828,T-S_10K6;1r.tif:0828,11000,60.887,0,135,1823,4259,100,110,124.122,112.838,90,0.784,1.100,0.909,1.000
829,T-S_10K6;1r.tif:0829,14762,49.952,0,132,1699,4256,122,121,137.662,136.534,0,0.785,1.008,0.992,1.000
830,T-S_10K6;1r.tif:0830,26832,75.430,0,149,1524,4259,172,156,194.081,176.027,0,0.784,1.103,0.907,1.000
831,T-S_10K6;1r.tif:0831,5500,52.800,0,144,1486,4262,44,125,141.047,49.649,90,0.605,2.841,0.352,1.000
832,T-S_10K6;1r.tif:0832,3306,55.350,0,117,1446,4263,38,87,98.169,42.878,90,0.665,2.289,0.437,1.000
833,T-S_10K6;1r.tif:0833,11543,65.127,0,163,1343,4257,97,119,134.277,109.453,90,0.777,1.227,0.815,1.000
834,T-S_10K6;1r.tif:0834,17484,56.212,0,155,1199,4264,141,124,159.101,139.919,0,0.782,1.137,0.879,1.000
835,T-S_10K6;1r.tif:0835,3588,61.589,0,181,1160,4272,39,92,103.811,44.007,90,0.657,2.359,0.424,1.000
836,T-S_10K6;1r.tif:0836,18304,66.080,0,215,1028,4269,128,143,161.358,144.433,90,0.783,1.117,0.895,1.000
837,T-S_10K6;1r.tif:0837,5980,59.782,0,141,1006,4260,46,130,146.689,51.905,90,0.606,2.826,0.354,1.000
838,T-S_10K6;1r.tif:0838,3168,90.648,35,137,962,4304,44,72,81.243,49.649,90,0.740,1.636,0.611,1.000
839,T-S_10K6;1r.tif:0839,17360,60.427,0,138,838,4259,124,140,157.973,139.919,90,0.783,1.129,0.886,1.000
840,T-S_10K6;1r.tif:0840,8755,46.338,0,137,783,4259,85,103,116.223,95.912,90,0.778,1.212,0.825,1.000
841,T-S_10K6;1r.tif:0841,3120,44.659,0,130,757,4267,40,78,88.014,45.135,90,0.704,1.950,0.513,1.000
842,T-S_10K6;1r.tif:0842,29189,83.890,0,211,661,4275,101,289,326.102,113.966,90,0.603,2.861,0.349,1.000
843,T-S_10K6;1r.tif:0843,6930,71.000,0,140,4179,4454,55,126,142.176,62.061,90,0.665,2.291,0.437,1.000
