 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
185,T-S_10K6_1v.tif:0185:T-S_10K6_1v,6324,58.260,0,142,2235,1096,68,93,104.939,76.730,90,0.766,1.368,0.731,1.000
186,T-S_10K6_1v.tif:0186:T-S_10K6_1v,2516,62.691,0,123,2201,1098,34,74,83.500,38.365,90,0.678,2.176,0.459,1.000
187,T-S_10K6_1v.tif:0187:T-S_10K6_1v,1680,102.901,49,131,2181,1097,20,84,94.784,22.568,90,0.488,4.200,0.238,1.000
188,T-S_10K6_1v.tif:0188:T-S_10K6_1v,6912,53.925,0,140,2109,1094,72,96,108.324,81.243,90,0.769,1.333,0.750,1.000
189,T-S_10K6_1v.tif:0189:T-S_10K6_1v,9400,65.081,0,140,2018,1089,100,94,112.838,106.068,0,0.785,1.064,0.940,1.000
190,T-S_10K6_1v.tif:0190:T-S_10K6_1v,12296,74.203,0,156,1896,1097,116,106,130.892,119.608,0,0.784,1.094,0.914,1.000
191,T-S_10K6_1v.tif:0191:T-S_10K6_1v,2163,99.648,43,131,1875,1100,21,103,116.223,23.696,90,0.442,4.905,0.204,1.000
192,T-S_10K6_1v.tif:0192:T-S_10K6_1v,2940,56.808,0,121,1845,1103,30,98,110.581,33.851,90,0.564,3.267,0.306,1.000
193,T-S_10K6_1v.tif:0193:T-S_10K6_1v,6039,54.526,0,132,1780,1100,61,99,111.710,68.831,90,0.741,1.623,0.616,1.000
194,T-S_10K6_1v.tif:0194:T-S_10K6_1v,2054,63.613,0,125,1755,1106,26,79,89.142,29.338,90,0.585,3.038,0.329,1.000
195,T-S_10K6_1v.tif:0195:T-S_10K6_1v,7344,59.402,0,130,1679,1102,72,102,115.095,81.243,90,0.762,1.417,0.706,1.000
196,T-S_10K6_1v.tif:0196:T-S_10K6_1v,2548,99.874,49,133,1653,1104,26,98,110.581,29.338,90,0.521,3.769,0.265,1.000
197,T-S_10K6_1v.tif:0197:T-S_10K6_1v,2760,58.189,0,127,1623,1106,30,92,103.811,33.851,90,0.583,3.067,0.326,1.000
198,T-S_10K6_1v.tif:0198:T-S_10K6_1v,7434,61.238,0,130,1560,1097,63,118,133.149,71.088,90,0.713,1.873,0.534,1.000
199,T-S_10K6_1v.tif:0199:T-S_10K6_1v,7178,57.336,0,130,1505,1103,74,97,109.453,83.500,90,0.771,1.311,0.763,1.000
200,T-S_10K6_1v.tif:0200:T-S_10K6_1v,2352,55.029,0,126,1474,1108,28,84,94.784,31.595,90,0.589,3.000,0.333,1.000
201,T-S_10K6_1v.tif:0201:T-S_10K6_1v,6262,66.536,0,142,1404,1107,62,101,113.966,69.960,90,0.740,1.629,0.614,1.000
202,T-S_10K6_1v.tif:0202:T-S_10K6_1v,7505,61.158,0,142,1325,1111,79,95,107.196,89.142,90,0.779,1.203,0.832,1.000
203,T-S_10K6_1v.tif:0203:T-S_10K6_1v,4753,86.887,13,133,1276,1115,49,97,109.453,55.291,90,0.701,1.980,0.505,1.000
204,T-S_10K6_1v.tif:0204:T-S_10K6_1v,3069,54.357,0,123,1245,1117,31,99,111.710,34.980,90,0.571,3.194,0.313,1.000
205,T-S_10K6_1v.tif:0205:T-S_10K6_1v,6499,62.294,0,134,1174,1110,67,97,109.453,75.601,90,0.759,1.448,0.691,1.000
206,T-S_10K6_1v.tif:0206:T-S_10K6_1v,6417,55.079,0,127,1107,1115,69,93,104.939,77.858,90,0.768,1.348,0.742,1.000
207,T-S_10K6_1v.tif:0207:T-S_10K6_1v,5916,57.094,0,125,1044,1114,68,87,98.169,76.730,90,0.774,1.279,0.782,1.000
208,T-S_10K6_1v.tif:0208:T-S_10K6_1v,1400,95.523,56,122,1030,1112,14,100,112.838,15.797,90,0.338,7.143,0.140,1.000
209,T-S_10K6_1v.tif:0209:T-S_10K6_1v,8400,54.711,0,129,960,1108,70,120,135.406,78.987,90,0.731,1.714,0.583,1.000
210,T-S_10K6_1v.tif:0210:T-S_10K6_1v,5280,57.952,0,133,922,1107,60,88,99.297,67.703,90,0.757,1.467,0.682,1.000
211,T-S_10K6_1v.tif:0211:T-S_10K6_1v,2673,52.417,0,121,902,1105,27,99,111.710,30.466,90,0.529,3.667,0.273,1.000
212,T-S_10K6_1v.tif:0212:T-S_10K6_1v,8968,62.454,0,145,843,1051,59,152,171.514,66.574,90,0.633,2.576,0.388,1.000
213,T-S_10K6_1v.tif:0213:T-S_10K6_1v,9737,63.319,0,170,776,1099,91,107,120.737,102.683,90,0.780,1.176,0.850,1.000
214,T-S_10K6_1v.tif:0214:T-S_10K6_1v,2275,108.895,65,143,751,1110,25,91,102.683,28.209,90,0.531,3.640,0.275,1.000
215,T-S_10K6_1v.tif:0215:T-S_10K6_1v,5655,69.085,0,140,686,1112,65,87,98.169,73.345,90,0.769,1.338,0.747,1.000
216,T-S_10K6_1v.tif:0216:T-S_10K6_1v,9792,69.160,0,185,629,1053,64,153,172.642,72.216,90,0.653,2.391,0.418,1.000
217,T-S_10K6_1v.tif:0217:T-S_10K6_1v,6035,56.166,0,137,585,1116,71,85,95.912,80.115,90,0.779,1.197,0.835,1.000
218,T-S_10K6_1v.tif:0218:T-S_10K6_1v,6072,54.857,0,149,530,1116,66,92,103.811,74.473,90,0.764,1.394,0.717,1.000
219,T-S_10K6_1v.tif:0219:T-S_10K6_1v,1624,68.773,0,131,507,1127,29,56,63.189,32.723,90,0.706,1.931,0.518,1.000
220,T-S_10K6_1v.tif:0220:T-S_10K6_1v,3705,110.595,57,141,468,1115,39,95,107.196,44.007,90,0.648,2.436,0.411,1.000
221,T-S_10K6_1v.tif:0221:T-S_10K6_1v,7038,64.049,0,147,399,1112,69,102,115.095,77.858,90,0.756,1.478,0.676,1.000
222,T-S_10K6_1v.tif:0222:T-S_10K6_1v,7600,72.376,0,149,328,1115,76,100,112.838,85.757,90,0.771,1.316,0.760,1.000
223,T-S_10K6_1v.tif:0223:T-S_10K6_1v,6035,83.151,0,221,2793,1239,71,85,95.912,80.115,90,0.779,1.197,0.835,1.000
224,T-S_10K6_1v.tif:0224:T-S_10K6_1v,2394,76.129,0,133,2758,1242,38,63,71.088,42.878,90,0.737,1.658,0.603,1.000
225,T-S_10K6_1v.tif:0225:T-S_10K6_1v,2080,115.168,81,139,2726,1246,32,65,73.345,36.108,90,0.694,2.031,0.492,1.000
226,T-S_10K6_1v.tif:0226:T-S_10K6_1v,5676,56.716,0,144,2660,1246,66,86,97.041,74.473,90,0.772,1.303,0.767,1.000
227,T-S_10K6_1v.tif:0227:T-S_10K6_1v,12168,86.363,0,160,2587,1172,72,169,190.696,81.243,90,0.658,2.347,0.426,1.000
228,T-S_10K6_1v.tif:0228:T-S_10K6_1v,1340,111.575,58,137,2585,1264,20,67,75.601,22.568,90,0.556,3.350,0.299,1.000
229,T-S_10K6_1v.tif:0229:T-S_10K6_1v,6643,59.514,0,144,2512,1242,73,91,102.683,82.372,90,0.776,1.247,0.802,1.000
230,T-S_10K6_1v.tif:0230:T-S_10K6_1v,11476,69.727,0,138,2431,1181,76,151,170.385,85.757,90,0.700,1.987,0.503,1.000
231,T-S_10K6_1v.tif:0231:T-S_10K6_1v,8400,54.641,0,142,2381,1237,84,100,112.838,94.784,90,0.779,1.190,0.840,1.000
232,T-S_10K6_1v.tif:0232:T-S_10K6_1v,6336,52.339,0,142,2323,1237,64,99,111.710,72.216,90,0.749,1.547,0.646,1.000
233,T-S_10K6_1v.tif:0233:T-S_10K6_1v,2310,65.606,0,135,2289,1249,35,66,74.473,39.493,90,0.711,1.886,0.530,1.000
234,T-S_10K6_1v.tif:0234:T-S_10K6_1v,1008,108.236,86,128,2277,1250,12,84,94.784,13.541,90,0.344,7.000,0.143,1.000
235,T-S_10K6_1v.tif:0235:T-S_10K6_1v,6840,60.720,0,135,2205,1248,72,95,107.196,81.243,90,0.771,1.319,0.758,1.000
236,T-S_10K6_1v.tif:0236:T-S_10K6_1v,5696,55.109,0,134,2147,1249,64,89,100.426,72.216,90,0.764,1.391,0.719,1.000
237,T-S_10K6_1v.tif:0237:T-S_10K6_1v,12640,77.539,0,134,2068,1187,80,158,178.284,90.270,90,0.701,1.975,0.506,1.000
238,T-S_10K6_1v.tif:0238:T-S_10K6_1v,1440,99.697,57,121,2056,1232,12,120,135.406,13.541,90,0.260,10.000,0.100,1.000
239,T-S_10K6_1v.tif:0239:T-S_10K6_1v,11340,56.451,0,156,1948,1258,108,105,121.865,118.480,0,0.785,1.029,0.972,1.000
240,T-S_10K6_1v.tif:0240:T-S_10K6_1v,10560,69.328,0,150,1917,1194,66,160,180.541,74.473,90,0.650,2.424,0.413,1.000
241,T-S_10K6_1v.tif:0241:T-S_10K6_1v,2223,101.147,42,126,1898,1235,19,117,132.020,21.439,90,0.378,6.158,0.162,1.000
242,T-S_10K6_1v.tif:0242:T-S_10K6_1v,6324,47.292,0,147,1830,1258,68,93,104.939,76.730,90,0.766,1.368,0.731,1.000
243,T-S_10K6_1v.tif:0243:T-S_10K6_1v,5963,65.963,0,134,1766,1260,67,89,100.426,75.601,90,0.770,1.328,0.753,1.000
244,T-S_10K6_1v.tif:0244:T-S_10K6_1v,7245,68.002,0,156,1702,1251,69,105,118.480,77.858,90,0.752,1.522,0.657,1.000
245,T-S_10K6_1v.tif:0245:T-S_10K6_1v,2736,63.572,0,128,1665,1261,36,76,85.757,40.622,90,0.685,2.111,0.474,1.000
246,T-S_10K6_1v.tif:0246:T-S_10K6_1v,1748,103.013,64,125,1642,1262,23,76,85.757,25.953,90,0.560,3.304,0.303,1.000
247,T-S_10K6_1v.tif:0247:T-S_10K6_1v,5168,63.469,0,125,1574,1263,68,76,85.757,76.730,90,0.783,1.118,0.895,1.000
248,T-S_10K6_1v.tif:0248:T-S_10K6_1v,5915,65.197,0,227,1509,1255,65,91,102.683,73.345,90,0.764,1.400,0.714,1.000
249,T-S_10K6_1v.tif:0249:T-S_10K6_1v,13490,75.076,0,138,1427,1257,95,142,160.230,107.196,90,0.755,1.495,0.669,1.000
250,T-S_10K6_1v.tif:0250:T-S_10K6_1v,3872,99.034,0,130,1395,1267,32,121,136.534,36.108,90,0.520,3.781,0.264,1.000
251,T-S_10K6_1v.tif:0251:T-S_10K6_1v,3432,56.321,0,127,1362,1273,33,104,117.351,37.237,90,0.574,3.152,0.317,1.000
252,T-S_10K6_1v.tif:0252:T-S_10K6_1v,7857,63.061,0,196,1278,1274,81,97,109.453,91.399,90,0.779,1.198,0.835,1.000
253,T-S_10K6_1v.tif:0253:T-S_10K6_1v,7956,67.859,0,224,1211,1276,78,102,115.095,88.014,90,0.771,1.308,0.765,1.000
254,T-S_10K6_1v.tif:0254:T-S_10K6_1v,12654,71.398,0,224,1125,1266,111,114,128.635,125.250,90,0.785,1.027,0.974,1.000
255,T-S_10K6_1v.tif:0255:T-S_10K6_1v,7954,67.957,0,196,1084,1265,82,97,109.453,92.527,90,0.780,1.183,0.845,1.000
256,T-S_10K6_1v.tif:0256:T-S_10K6_1v,2016,71.189,0,138,1063,1280,36,56,63.189,40.622,90,0.748,1.556,0.643,1.000
257,T-S_10K6_1v.tif:0257:T-S_10K6_1v,2765,105.082,58,132,1028,1276,35,79,89.142,39.493,90,0.668,2.257,0.443,1.000
258,T-S_10K6_1v.tif:0258:T-S_10K6_1v,8051,81.197,0,213,945,1270,83,97,109.453,93.655,90,0.781,1.169,0.856,1.000
259,T-S_10K6_1v.tif:0259:T-S_10K6_1v,12768,66.937,0,146,867,1270,76,168,189.568,85.757,90,0.674,2.211,0.452,1.000
260,T-S_10K6_1v.tif:0260:T-S_10K6_1v,1700,95.042,46,129,842,1280,25,68,76.730,28.209,90,0.617,2.720,0.368,1.000
261,T-S_10K6_1v.tif:0261:T-S_10K6_1v,8586,72.826,0,143,789,1201,53,162,182.797,59.804,90,0.584,3.057,0.327,1.000
262,T-S_10K6_1v.tif:0262:T-S_10K6_1v,6248,55.353,0,145,732,1266,71,88,99.297,80.115,90,0.776,1.239,0.807,1.000
263,T-S_10K6_1v.tif:0263:T-S_10K6_1v,1620,65.412,0,138,711,1271,27,60,67.703,30.466,90,0.672,2.222,0.450,1.000
264,T-S_10K6_1v.tif:0264:T-S_10K6_1v,4978,71.110,0,139,672,1264,38,131,147.818,42.878,90,0.548,3.447,0.290,1.000
265,T-S_10K6_1v.tif:0265:T-S_10K6_1v,3565,109.153,30,141,641,1262,31,115,129.764,34.980,90,0.525,3.710,0.270,1.000
266,T-S_10K6_1v.tif:0266:T-S_10K6_1v,7395,56.947,0,154,556,1261,85,87,98.169,95.912,90,0.785,1.024,0.977,1.000
267,T-S_10K6_1v.tif:0267:T-S_10K6_1v,7038,61.814,0,144,492,1256,69,102,115.095,77.858,90,0.756,1.478,0.676,1.000
268,T-S_10K6_1v.tif:0268:T-S_10K6_1v,1755,54.093,0,136,473,1264,27,65,73.345,30.466,90,0.651,2.407,0.415,1.000
269,T-S_10K6_1v.tif:0269:T-S_10K6_1v,6840,67.983,0,146,403,1258,72,95,107.196,81.243,90,0.771,1.319,0.758,1.000
270,T-S_10K6_1v.tif:0270:T-S_10K6_1v,2345,47.361,0,135,376,1262,35,67,75.601,39.493,90,0.708,1.914,0.522,1.000
271,T-S_10K6_1v.tif:0271:T-S_10K6_1v,13699,85.715,0,166,281,1250,103,133,150.074,116.223,90,0.773,1.291,0.774,1.000
272,T-S_10K6_1v.tif:0272:T-S_10K6_1v,3332,62.658,0,134,2833,1382,34,98,110.581,38.365,90,0.601,2.882,0.347,1.000
273,T-S_10K6_1v.tif:0273:T-S_10K6_1v,8100,45.949,0,138,2762,1391,81,100,112.838,91.399,90,0.777,1.235,0.810,1.000
274,T-S_10K6_1v.tif:0274:T-S_10K6_1v,11154,76.389,0,192,2714,1319,66,169,190.696,74.473,90,0.635,2.561,0.391,1.000
275,T-S_10K6_1v.tif:0275:T-S_10K6_1v,2030,43.594,0,127,2707,1394,35,58,65.446,39.493,90,0.737,1.657,0.603,1.000
276,T-S_10K6_1v.tif:0276:T-S_10K6_1v,7812,59.359,0,133,2628,1387,84,93,104.939,94.784,90,0.783,1.107,0.903,1.000
277,T-S_10K6_1v.tif:0277:T-S_10K6_1v,6975,63.010,0,136,2554,1389,75,93,104.939,84.628,90,0.776,1.240,0.806,1.000
278,T-S_10K6_1v.tif:0278:T-S_10K6_1v,960,102.570,52,133,2539,1405,15,64,72.216,16.926,90,0.483,4.267,0.234,1.000
279,T-S_10K6_1v.tif:0279:T-S_10K6_1v,9455,66.023,0,131,2478,1324,61,155,174.899,68.831,90,0.637,2.541,0.394,1.000
280,T-S_10K6_1v.tif:0280:T-S_10K6_1v,6603,54.809,0,135,2422,1388,71,93,104.939,80.115,90,0.771,1.310,0.763,1.000
281,T-S_10K6_1v.tif:0281:T-S_10K6_1v,3264,64.823,0,125,2392,1392,34,96,108.324,38.365,90,0.607,2.824,0.354,1.000
282,T-S_10K6_1v.tif:0282:T-S_10K6_1v,2784,104.012,65,131,2363,1393,29,96,108.324,32.723,90,0.560,3.310,0.302,1.000
283,T-S_10K6_1v.tif:0283:T-S_10K6_1v,6240,57.625,0,134,2298,1394,65,96,108.324,73.345,90,0.756,1.477,0.677,1.000
284,T-S_10K6_1v.tif:0284:T-S_10K6_1v,1568,58.341,0,127,2278,1404,28,56,63.189,31.595,90,0.698,2.000,0.500,1.000
285,T-S_10K6_1v.tif:0285:T-S_10K6_1v,1428,108.541,58,139,2261,1391,17,84,94.784,19.182,90,0.440,4.941,0.202,1.000
286,T-S_10K6_1v.tif:0286:T-S_10K6_1v,10268,70.732,0,134,2193,1340,68,151,170.385,76.730,90,0.673,2.221,0.450,1.000
287,T-S_10K6_1v.tif:0287:T-S_10K6_1v,6916,55.201,0,161,2145,1401,76,91,102.683,85.757,90,0.779,1.197,0.835,1.000
288,T-S_10K6_1v.tif:0288:T-S_10K6_1v,900,102.436,73,129,2135,1400,10,90,101.554,11.284,90,0.283,9.000,0.111,1.000
289,T-S_10K6_1v.tif:0289:T-S_10K6_1v,6110,55.837,0,131,2070,1396,65,94,106.068,73.345,90,0.759,1.446,0.691,1.000
290,T-S_10K6_1v.tif:0290:T-S_10K6_1v,7144,59.214,0,141,2004,1395,76,94,106.068,85.757,90,0.777,1.237,0.809,1.000
291,T-S_10K6_1v.tif:0291:T-S_10K6_1v,5700,66.017,0,144,1948,1396,60,95,107.196,67.703,90,0.745,1.583,0.632,1.000
292,T-S_10K6_1v.tif:0292:T-S_10K6_1v,910,102.601,47,135,1938,1399,10,91,102.683,11.284,90,0.280,9.100,0.110,1.000
293,T-S_10K6_1v.tif:0293:T-S_10K6_1v,7040,56.732,0,128,1858,1401,80,88,99.297,90.270,90,0.784,1.100,0.909,1.000
294,T-S_10K6_1v.tif:0294:T-S_10K6_1v,8555,69.691,0,130,1805,1352,59,145,163.615,66.574,90,0.646,2.458,0.407,1.000
295,T-S_10K6_1v.tif:0295:T-S_10K6_1v,8160,53.148,0,130,1741,1394,80,102,115.095,90.270,90,0.774,1.275,0.784,1.000
296,T-S_10K6_1v.tif:0296:T-S_10K6_1v,6612,40.376,0,126,1686,1404,76,87,98.169,85.757,90,0.782,1.145,0.874,1.000
297,T-S_10K6_1v.tif:0297:T-S_10K6_1v,7590,53.994,0,131,1631,1393,69,110,124.122,77.858,90,0.744,1.594,0.627,1.000
298,T-S_10K6_1v.tif:0298:T-S_10K6_1v,3636,103.282,44,138,1595,1400,36,101,113.966,40.622,90,0.609,2.806,0.356,1.000
299,T-S_10K6_1v.tif:0299:T-S_10K6_1v,6734,56.496,0,152,1521,1409,74,91,102.683,83.500,90,0.777,1.230,0.813,1.000
300,T-S_10K6_1v.tif:0300:T-S_10K6_1v,7755,67.356,0,154,1463,1411,55,141,159.101,62.061,90,0.634,2.564,0.390,1.000
301,T-S_10K6_1v.tif:0301:T-S_10K6_1v,4712,56.955,0,138,1402,1411,62,76,85.757,69.960,90,0.777,1.226,0.816,1.000
302,T-S_10K6_1v.tif:0302:T-S_10K6_1v,7272,46.526,0,129,1338,1411,72,101,113.966,81.243,90,0.763,1.403,0.713,1.000
303,T-S_10K6_1v.tif:0303:T-S_10K6_1v,2754,105.156,33,129,1311,1409,27,102,115.095,30.466,90,0.520,3.778,0.265,1.000
304,T-S_10K6_1v.tif:0304:T-S_10K6_1v,2450,52.147,0,138,1225,1406,25,98,110.581,28.209,90,0.509,3.920,0.255,1.000
305,T-S_10K6_1v.tif:0305:T-S_10K6_1v,10176,62.764,0,138,1215,1405,96,106,119.608,108.324,90,0.783,1.104,0.906,1.000
306,T-S_10K6_1v.tif:0306:T-S_10K6_1v,9860,68.142,0,140,1152,1359,68,145,163.615,76.730,90,0.683,2.132,0.469,1.000
307,T-S_10K6_1v.tif:0307:T-S_10K6_1v,7416,51.181,0,141,1103,1405,72,103,116.223,81.243,90,0.761,1.431,0.699,1.000
308,T-S_10K6_1v.tif:0308:T-S_10K6_1v,4806,106.919,64,142,1049,1412,54,89,100.426,60.932,90,0.738,1.648,0.607,1.000
309,T-S_10K6_1v.tif:0309:T-S_10K6_1v,2937,59.149,0,129,1016,1416,33,89,100.426,37.237,90,0.620,2.697,0.371,1.000
310,T-S_10K6_1v.tif:0310:T-S_10K6_1v,6072,56.547,0,139,950,1412,69,88,99.297,77.858,90,0.774,1.275,0.784,1.000
311,T-S_10K6_1v.tif:0311:T-S_10K6_1v,6642,43.821,0,130,884,1415,82,81,92.527,91.399,0,0.785,1.012,0.988,1.000
312,T-S_10K6_1v.tif:0312:T-S_10K6_1v,4408,56.842,0,125,831,1422,58,76,85.757,65.446,90,0.771,1.310,0.763,1.000
313,T-S_10K6_1v.tif:0313:T-S_10K6_1v,6500,48.130,0,133,772,1409,65,100,112.838,73.345,90,0.750,1.538,0.650,1.000
314,T-S_10K6_1v.tif:0314:T-S_10K6_1v,2475,100.837,52,154,747,1409,25,99,111.710,28.209,90,0.506,3.960,0.253,1.000
315,T-S_10K6_1v.tif:0315:T-S_10K6_1v,4850,62.223,0,166,697,1410,50,97,109.453,56.419,90,0.705,1.940,0.515,1.000
316,T-S_10K6_1v.tif:0316:T-S_10K6_1v,2592,78.691,0,222,682,1407,27,96,108.324,30.466,90,0.538,3.556,0.281,1.000
317,T-S_10K6_1v.tif:0317:T-S_10K6_1v,6175,72.953,0,221,614,1410,65,95,107.196,73.345,90,0.758,1.462,0.684,1.000
318,T-S_10K6_1v.tif:0318:T-S_10K6_1v,7743,71.708,0,160,521,1406,89,87,100.426,98.169,0,0.785,1.023,0.978,1.000
319,T-S_10K6_1v.tif:0319:T-S_10K6_1v,4730,79.013,0,223,488,1408,43,110,124.122,48.520,90,0.635,2.558,0.391,1.000
320,T-S_10K6_1v.tif:0320:T-S_10K6_1v,3192,105.566,46,141,450,1413,38,84,94.784,42.878,90,0.674,2.211,0.452,1.000
321,T-S_10K6_1v.tif:0321:T-S_10K6_1v,1350,62.234,0,165,423,1416,27,50,56.419,30.466,90,0.715,1.852,0.540,1.000
322,T-S_10K6_1v.tif:0322:T-S_10K6_1v,5986,71.198,0,138,351,1413,73,82,92.527,82.372,90,0.783,1.123,0.890,1.000
323,T-S_10K6_1v.tif:0323:T-S_10K6_1v,12882,89.488,0,183,244,1412,114,113,128.635,127.507,0,0.785,1.009,0.991,1.000
324,T-S_10K6_1v.tif:0324:T-S_10K6_1v,6512,63.773,0,136,2794,1520,74,88,99.297,83.500,90,0.780,1.189,0.841,1.000
325,T-S_10K6_1v.tif:0325:T-S_10K6_1v,6831,72.450,0,138,2726,1524,69,99,111.710,77.858,90,0.760,1.435,0.697,1.000
326,T-S_10K6_1v.tif:0326:T-S_10K6_1v,192,112.000,66,129,2725,1526,2,96,108.324,2.257,90,0.063,48.000,0.021,1.000
327,T-S_10K6_1v.tif:0327:T-S_10K6_1v,7268,63.294,0,137,2646,1527,79,92,103.811,89.142,90,0.781,1.165,0.859,1.000
328,T-S_10K6_1v.tif:0328:T-S_10K6_1v,11016,61.499,0,145,2538,1529,108,102,121.865,115.095,0,0.785,1.059,0.944,1.000
329,T-S_10K6_1v.tif:0329:T-S_10K6_1v,9021,55.101,0,132,2484,1529,97,93,109.453,104.939,0,0.785,1.043,0.959,1.000
330,T-S_10K6_1v.tif:0330:T-S_10K6_1v,2627,59.852,0,126,2448,1527,37,71,80.115,41.750,90,0.708,1.919,0.521,1.000
331,T-S_10K6_1v.tif:0331:T-S_10K6_1v,8188,57.763,0,129,2359,1530,92,89,103.811,100.426,0,0.785,1.034,0.967,1.000
332,T-S_10K6_1v.tif:0332:T-S_10K6_1v,7474,55.146,0,129,2294,1528,74,101,113.966,83.500,90,0.767,1.365,0.733,1.000
333,T-S_10K6_1v.tif:0333:T-S_10K6_1v,1786,100.483,62,128,2275,1536,19,94,106.068,21.439,90,0.439,4.947,0.202,1.000
334,T-S_10K6_1v.tif:0334:T-S_10K6_1v,3680,64.899,0,131,2235,1538,40,92,103.811,45.135,90,0.664,2.300,0.435,1.000
335,T-S_10K6_1v.tif:0335:T-S_10K6_1v,2204,51.173,0,120,2198,1546,38,58,65.446,42.878,90,0.751,1.526,0.655,1.000
336,T-S_10K6_1v.tif:0336:T-S_10K6_1v,9810,62.147,0,137,2121,1541,90,109,122.993,101.554,90,0.778,1.211,0.826,1.000
337,T-S_10K6_1v.tif:0337:T-S_10K6_1v,9520,52.717,0,130,2045,1538,85,112,126.378,95.912,90,0.771,1.318,0.759,1.000
338,T-S_10K6_1v.tif:0338:T-S_10K6_1v,6862,50.548,0,130,2004,1537,73,94,106.068,82.372,90,0.773,1.288,0.777,1.000
339,T-S_10K6_1v.tif:0339:T-S_10K6_1v,816,96.212,49,137,1996,1535,8,102,115.095,9.027,90,0.212,12.750,0.078,1.000
340,T-S_10K6_1v.tif:0340:T-S_10K6_1v,9300,61.208,0,138,1903,1529,93,100,112.838,104.939,90,0.784,1.075,0.930,1.000
341,T-S_10K6_1v.tif:0341:T-S_10K6_1v,9234,70.461,0,136,1831,1534,81,114,128.635,91.399,90,0.763,1.407,0.711,1.000
342,T-S_10K6_1v.tif:0342:T-S_10K6_1v,6545,67.194,0,146,1747,1537,85,77,95.912,86.885,0,0.783,1.104,0.906,1.000
343,T-S_10K6_1v.tif:0343:T-S_10K6_1v,2976,55.938,0,134,1724,1534,31,96,108.324,34.980,90,0.580,3.097,0.323,1.000
344,T-S_10K6_1v.tif:0344:T-S_10K6_1v,6090,64.610,0,164,1655,1542,70,87,98.169,78.987,90,0.776,1.243,0.805,1.000
345,T-S_10K6_1v.tif:0345:T-S_10K6_1v,4171,55.086,0,132,1619,1543,43,97,109.453,48.520,90,0.669,2.256,0.443,1.000
346,T-S_10K6_1v.tif:0346:T-S_10K6_1v,15375,71.186,0,141,1504,1548,123,125,141.047,138.791,90,0.785,1.016,0.984,1.000
347,T-S_10K6_1v.tif:0347:T-S_10K6_1v,726,96.430,61,122,1493,1567,11,66,74.473,12.412,90,0.385,6.000,0.167,1.000
348,T-S_10K6_1v.tif:0348:T-S_10K6_1v,6699,50.341,0,125,1416,1552,77,87,98.169,86.885,90,0.782,1.130,0.885,1.000
349,T-S_10K6_1v.tif:0349:T-S_10K6_1v,5175,58.104,0,129,1354,1553,69,75,84.628,77.858,90,0.784,1.087,0.920,1.000
350,T-S_10K6_1v.tif:0350:T-S_10K6_1v,6486,49.102,0,130,1286,1551,69,94,106.068,77.858,90,0.767,1.362,0.734,1.000
351,T-S_10K6_1v.tif:0351:T-S_10K6_1v,2790,103.746,51,136,1256,1551,30,93,104.939,33.851,90,0.579,3.100,0.323,1.000
352,T-S_10K6_1v.tif:0352:T-S_10K6_1v,2944,56.605,0,130,1224,1551,32,92,103.811,36.108,90,0.602,2.875,0.348,1.000
353,T-S_10K6_1v.tif:0353:T-S_10K6_1v,1920,59.576,0,136,1188,1555,32,60,67.703,36.108,90,0.713,1.875,0.533,1.000
354,T-S_10K6_1v.tif:0354:T-S_10K6_1v,7252,51.765,0,140,1110,1554,74,98,110.581,83.500,90,0.770,1.324,0.755,1.000
355,T-S_10K6_1v.tif:0355:T-S_10K6_1v,7371,46.383,0,135,1037,1561,81,91,102.683,91.399,90,0.783,1.123,0.890,1.000
356,T-S_10K6_1v.tif:0356:T-S_10K6_1v,6887,62.118,0,135,990,1552,71,97,109.453,80.115,90,0.767,1.366,0.732,1.000
357,T-S_10K6_1v.tif:0357:T-S_10K6_1v,1748,100.850,48,136,971,1553,19,92,103.811,21.439,90,0.446,4.842,0.207,1.000
358,T-S_10K6_1v.tif:0358:T-S_10K6_1v,6873,58.734,0,140,892,1554,79,87,98.169,89.142,90,0.784,1.101,0.908,1.000
359,T-S_10K6_1v.tif:0359:T-S_10K6_1v,8667,57.566,0,136,822,1552,81,107,120.737,91.399,90,0.770,1.321,0.757,1.000
360,T-S_10K6_1v.tif:0360:T-S_10K6_1v,9384,43.202,0,144,750,1552,92,102,115.095,103.811,90,0.783,1.109,0.902,1.000
361,T-S_10K6_1v.tif:0361:T-S_10K6_1v,4841,43.927,0,124,723,1552,47,103,116.223,53.034,90,0.676,2.191,0.456,1.000
362,T-S_10K6_1v.tif:0362:T-S_10K6_1v,1876,53.225,0,119,706,1556,28,67,75.601,31.595,90,0.653,2.393,0.418,1.000
363,T-S_10K6_1v.tif:0363:T-S_10K6_1v,5175,70.300,0,135,665,1550,45,115,129.764,50.777,90,0.635,2.556,0.391,1.000
364,T-S_10K6_1v.tif:0364:T-S_10K6_1v,2325,105.851,60,141,640,1555,25,93,104.939,28.209,90,0.525,3.720,0.269,1.000
365,T-S_10K6_1v.tif:0365:T-S_10K6_1v,6048,47.802,0,211,568,1560,72,84,94.784,81.243,90,0.781,1.167,0.857,1.000
